Date,Open,High,Low,Close
17-September-2019,16022.90,16031.14,15808.14,15903.83,
18-September-2019,15908.15,15988.84,15844.70,15957.73,
19-September-2019,15985.37,15985.37,15682.33,15750.72,
20-September-2019,15771.79,15971.27,15543.58,15579.31,
23-September-2019,15696.82,15696.82,14763.83,15067.22,
24-September-2019,15103.20,15470.98,15071.37,15415.72,
25-September-2019,15425.51,15570.04,15356.36,15480.69,
26-September-2019,15491.62,15559.99,15289.61,15395.94,
27-September-2019,15447.30,15510.12,15282.49,15312.38,
30-September-2019,15316.32,15696.82,15316.32,15669.92,
1-October-2019,15711.07,15711.07,15347.23,15406.76,
3-October-2019,15426.95,15516.07,15332.81,15369.10,
4-October-2019,15499.59,15547.93,15380.18,15482.23,
7-October-2019,15513.87,15625.18,15344.93,15381.56,
9-October-2019,15418.30,15451.10,15177.19,15240.41,
10-October-2019,15258.89,15368.89,15138.08,15201.95,
11-October-2019,15042.93,15544.65,14979.99,15466.23,
14-October-2019,15285.84,15401.06,15206.24,15326.30,
15-October-2019,15252.07,15295.23,15192.45,15224.41,
16-October-2019,15242.63,15355.94,15213.08,15329.51,
17-October-2019,15330.50,15374.95,15241.55,15352.71,
18-October-2019,15369.05,15486.23,15288.35,15453.60,
22-October-2019,14880.62,14934.38,14330.62,14370.31,
23-October-2019,14373.92,14599.44,14183.23,14535.04,
24-October-2019,14617.86,14655.52,14410.68,14431.76,
25-October-2019,14534.14,14635.65,14457.15,14574.19,
27-October-2019,14721.10,14735.42,14624.83,14659.48,
29-October-2019,14707.92,14919.26,14671.18,14908.32,
30-October-2019,15038.90,15176.18,14934.07,15127.82,
31-October-2019,15200.82,15492.07,15164.27,15392.04,
1-November-2019,15432.12,15465.15,15237.33,15272.82,
4-November-2019,15298.18,15669.06,15207.30,15429.13,
5-November-2019,15428.02,15428.02,15233.06,15336.95,
6-November-2019,15360.66,15502.60,15247.16,15409.60,
7-November-2019,15463.71,15505.19,15393.08,15475.48,
8-November-2019,15506.18,15514.82,15201.32,15235.34,
11-November-2019,15267.12,15267.12,15061.15,15132.63,
13-November-2019,15087.36,15250.29,15086.56,15158.43,
14-November-2019,15194.52,15352.51,15168.53,15321.21,
15-November-2019,15351.22,15387.18,15230.32,15253.64,
